-1.8051,2.7711,-1.8656
-1.5844,2.5934,-1.8515
-1.7793,2.7599,-1.858
-1.7604,2.7594,-1.8579
-1.7402,2.7566,-1.8563
-1.7454,2.8187,-1.8507
-1.7884,2.8278,-1.8564
-1.8108,2.8333,-1.8598
-1.7084,2.7349,-1.8411
-1.7228,2.8122,-1.8465
-1.704,2.8114,-1.8463
-1.5885,2.5716,-1.8347
-1.6349,2.6486,-1.8307
-1.6549,2.6525,-1.8333
-1.6201,2.6534,-1.8345
-1.6092,2.7192,-1.8315
-1.6853,2.7268,-1.8357
-1.6632,2.7201,-1.8312
-1.6461,2.7213,-1.8324
-1.6315,2.7269,-1.8367
-1.5987,2.7864,-1.8304
-1.6389,2.7939,-1.835
-1.619,2.7906,-1.833
-1.679,2.8003,-1.8388
-1.6615,2.8016,-1.84
-1.6679,2.6447,-1.8273
-1.5882,2.7136,-1.8278
-1.5517,2.7109,-1.8265
-1.5764,2.7784,-1.8252
-1.5559,2.7733,-1.8219
-1.5842,2.6224,-1.8122
-1.5678,2.6241,-1.8137
-1.5511,2.6249,-1.8146
-1.5281,2.6999,-1.8189
-1.5632,2.7005,-1.8188
-1.5363,2.7697,-1.8197
-1.5171,2.7666,-1.8179
-1.498,2.7635,-1.816
-1.4519,2.8359,-1.8101
-1.5084,2.8435,-1.8143
-1.4895,2.6065,-1.8021
-1.5268,2.6126,-1.8059
-1.4981,2.6768,-1.8028
-1.4801,2.6751,-1.8019
-1.447,2.6768,-1.8037
-1.4674,2.6831,-1.8079
-1.4698,2.743,-1.802
-1.4183,2.7427,-1.8027
-1.4641,2.8255,-1.8028
-1.5015,2.5979,-1.7954
-1.4512,2.598,-1.7964
-1.4311,2.5918,-1.7921
-1.4705,2.6027,-1.7995
-1.3697,2.6569,-1.7906
-1.4245,2.666,-1.7962
-1.4082,2.667,-1.7973
-1.4458,2.7299,-1.7932
-1.4298,2.7318,-1.7948
-1.4263,2.8194,-1.7992
-1.4081,2.8174,-1.7982
-1.3729,2.8155,-1.7974
-1.415,2.8951,-1.7908
-1.3977,2.8953,-1.7912
-1.4116,2.5862,-1.7883
-1.3945,2.5849,-1.7877
-1.3789,2.5866,-1.7892
-1.3824,2.6492,-1.7848
-1.3867,2.7133,-1.7825
-1.3522,2.7113,-1.7817
-1.3382,2.7166,-1.7857
-1.3749,2.7234,-1.7898
-1.3267,2.7893,-1.7803
-1.3446,2.7916,-1.7816
-1.3844,2.8038,-1.7892
-1.3581,2.8847,-1.7848
-1.3391,2.8808,-1.7825
-1.3255,2.8885,-1.7879
-1.3778,2.8901,-1.788
-1.346,2.9585,-1.7812
-1.3332,2.9687,-1.788
-1.3196,2.5659,-1.7749
-1.3546,2.5711,-1.7781
-1.3388,2.5719,-1.779
-1.3438,2.6381,-1.7775
-1.3267,2.6366,-1.7767
-1.2959,2.6973,-1.7728
-1.2791,2.6963,-1.7724
-1.315,2.7028,-1.7763
-1.2885,2.7789,-1.7738
-1.2799,2.8623,-1.7712
-1.2646,2.8659,-1.7739
-1.3021,2.8743,-1.7788
-1.2325,2.5504,-1.7649
-1.2684,2.6164,-1.7631
