-1.9483,0.412799,2.05701
-1.94505,0.424595,2.0563
-1.94037,0.436057,2.05415
-1.93562,0.447478,2.05199
-1.93216,0.459183,2.05128
-1.93066,0.471365,2.05271
-1.92705,0.483031,2.05199
-1.92743,0.495724,2.05558
-1.92502,0.50772,2.0563
-1.91918,0.518787,2.05343
-1.91395,0.529989,2.05128
-1.90932,0.541339,2.04984
-1.90529,0.552848,2.04913
-1.90053,0.564128,2.04769
-1.89637,0.575574,2.04698
-1.89613,0.588241,2.05056
-1.89514,0.600715,2.05343
-1.89141,0.612332,2.05343
-1.88696,0.623705,2.05271
-1.88244,0.635047,2.05199
-1.8818,0.647729,2.05558
-1.87713,0.659031,2.05486
-1.87436,0.67101,2.0563
-1.86956,0.682257,2.05558
-1.86534,0.693716,2.05558
-1.85974,0.704651,2.05415
-1.85668,0.716554,2.05558
-1.85225,0.727933,2.05558
-1.8484,0.739546,2.0563
-1.84318,0.750608,2.05558
-1.84047,0.76271,2.05773
-1.83447,0.773443,2.0563
-1.82457,0.782472,2.05056
-1.81718,0.79253,2.04769
-1.81356,0.804234,2.04913
-1.80478,0.813617,2.04482
-1.80165,0.825552,2.04698
-1.79845,0.83748,2.04913
-1.7939,0.848799,2.04984
-1.78804,0.859486,2.04913
-1.78085,0.869518,2.04698
-1.7892,0.887282,2.06275
-2.23317,1.12622,2.58116
-2.20515,1.12905,2.55679
-2.19386,1.1403,2.55177
-2.19174,1.15635,2.5575
-2.19013,1.17275,2.56396
-1.71435,0.957603,2.02833
-1.69756,1.03206,2.05199
-1.6906,1.04209,2.05128
-1.68418,1.05244,2.05128
-1.6771,1.06238,2.05056
-1.66821,1.07114,2.04769
-1.66277,1.08212,2.04913
-1.65842,1.09384,2.05199
-1.65457,1.10594,2.05558
-1.64603,1.1149,2.05343
-1.63571,1.1226,2.04913
-1.62422,1.12942,2.04339
-1.6184,1.14017,2.04482
-1.61081,1.14967,2.04411
-1.60429,1.15994,2.04482
-1.59882,1.17101,2.04698
-1.5944,1.18288,2.05056
-1.59101,1.19558,2.05558
-1.5853,1.20659,2.05773
-1.57732,1.21587,2.05701
-1.56708,1.22337,2.05343
-1.55791,1.23167,2.05128
-1.54978,1.24076,2.05056
-1.53782,1.24673,2.04482
-1.53175,1.25747,2.04698
-1.52615,1.26863,2.04984
-1.51514,1.27527,2.04554
-1.50782,1.285,2.04626
-1.50043,1.29468,2.04698
-1.49246,1.30386,2.04698
-1.48495,1.31346,2.04769
-1.47738,1.32301,2.04841
-1.46924,1.33205,2.04841
-1.46155,1.34152,2.04913
-1.45431,1.35141,2.05056
-1.44649,1.36079,2.05128
-1.43661,1.36819,2.04913
-1.42668,1.37552,2.04698
-1.41921,1.38523,2.04841
-1.41266,1.39588,2.05128
-1.40456,1.40501,2.05199
-1.3925,1.41012,2.04698
-1.37945,1.41414,2.04052
-1.3693,1.42106,2.03837
-1.36151,1.43045,2.0398
-1.35604,1.44234,2.04482
-1.35,1.45371,2.04913
-1.34106,1.46197,2.04913
-1.33486,1.47328,2.05343
-1.32441,1.47988,2.05128
-1.31392,1.4864,2.04913
-1.30478,1.49444,2.04913
-1.29468,1.50136,2.04769
-1.28229,1.50555,2.04267
-1.27347,1.51392,2.04339
-1.26283,1.5201,2.04124
-1.25304,1.52728,2.04052
-1.24364,1.53494,2.04052
-1.2355,1.54417,2.04267
-1.22686,1.55282,2.04411
-1.21774,1.56087,2.04482
-1.21068,1.57164,2.04913
-1.19849,1.5757,2.04482
-1.19256,1.58805,2.05128
-1.18651,1.60039,2.05773
-1.17175,1.60087,2.04913
-1.16272,1.60917,2.05056
-1.15685,1.62196,2.05773
-1.14568,1.62731,2.05558
-1.14003,1.64062,2.06347
-1.13112,1.64931,2.06562
-1.12409,1.66085,2.07135
-1.11503,1.66946,2.07351
-1.10057,1.66985,2.06562
-1.03464,1.67964,2.03765
-1.02719,1.69073,2.04339
-1.0168,1.697,2.04339
-1.00637,1.70321,2.04339
